책 제목,URL,저자/역자,발행일,작성일,작성자,구매,평점,리뷰,ISBN13,숫자평점
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-05,au******,구매자,4,"챗GPT를 기술적인 측면에서 이해하기란 쉬운 일이 아닙니다. 그래서, 실사용 측면에서 먼저 접해보는 방법을 취하려고 이 책을 선택했습니다. PPT만들기, 블로그 자동화, 학습 도우미 등 다양한 측면에서 chatGPT를 활용할 방법을 친절하고 쉽고 자세히 알려준 책입니다. 아직 API를 활용해 본격적으로 나만의 서비스를 개발하는 단계에는 이르지 못했지만, 책에서 배운 내용을 바탕으로 서비스 개발에 도전해보는 것도 좋을 것 같습니다.",9791158394264,4.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-05,db*******,구매자,4,"요즘 화두인 챗GPT에 대해서 알고 있는 것이 하나도 없어 정말 기초적인 것과 실무적인 것을 같이 배우고싶어서 진짜 챗GPT 활용법을 선택했습니다. 정말 아무것도 모르지만 하나하나 할 수 있게 자세한 예시와 쉬운 설명 뿐만 아니라, 다양한 예시와 함께 실무에도 적용할 수 있는 방법들에 대해서 설명해 준 것이 좋았습니다. 간단하게 엑셀과 피피티를 만들 수 있는 것 뿐만 아니라 요즘 많이들 하고 있는 유튜브 동영상 만들기 나 블로그 글쓰기, 어려운 로고만들기나 시 창작 등 정말 광범위하게 공부할 수 있었다. 기본적인 이론 뿐만 아니라 실무까지 쉽고 빠르게 배우고 싶은 사람들에게 추천한다.",9791158394264,4.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-05,hk******,구매자,4,실용적이고 도움됩니다,9791158394264,4.0
챗GPT와 글쓰기,https://product.kyobobook.co.kr/detail/S000201060847,김철수,2023-03-03,2023-04-05,jt*****,,2,AI는 경험을 쓸 수 있을까?,9791158394233,2.0
만들면서 배우는 러스트 프로그래밍,https://product.kyobobook.co.kr/detail/S000200551107,"쿠지라 히코우즈쿠에,양현",2023-01-03,2023-04-05,ge******,,4,"프로그래밍 러스트와 비교시
파이썬 경험만 있다면 추천
분량이 적다 (2배정도 차이)
번역이 매끄러워서 잘 읽힌다
깊이가 얕지만 러스트 처음이라면 이게 낫다
대신 둘다 프로그래밍 경험 없으면 보기 힘들다",9791158393908,4.0
챗GPT와 업무자동화,http://www.yes24.com/Product/Goods/117937260,김철수 저,2023-03-21,2023-04-04,h*****0,,평점5점,챗GPT를 처음 써보는 사람도 쉽게 따라해 볼  수 있어요. 재밌게 읽었습니다. 추천해요!,9791158394288,5.0
진짜 챗GPT 활용법,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=313148104,"김준성,유원준,안상준",2023-03-21,2023-04-04,시커먼스,구매,5점,정말 군더더기없이 ChatGPT 소개 및 활용법이 담겨있습니다. 처음에 읽기에 딱 좋네요.,9791158394264,5.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-04,hk******,구매자,4,내용이 알차고 좋아요,9791158394264,4.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-03,tw*****,구매자,4,"챗GPT를 어떻게 활용할 수 있는지 배울 수 있는 책. 
1. 블로그 콘텐츠 선정해서 글 작성하기
2. 유튜브 동영상 만들기
3. 사진 이용해서 시/소설 등 글쓰기
4. 프레젠테이션 준비하기 
등등 원하는 챕터부터 보고 따라해봤다. 

어떤 사이트를 이용하면 부가적인 기능을 쓸 수 있는지 단계가 차근차근 잘 나와있어서 실습해보기 좋았던 책

챗GPT를 이용해서 할 수 있는것이 정말 많다는 것을 느끼게 된 책

+ 위키북스 출판사에서 도서를 구입한 사람들이 참여할 수 있는 챌린지를 열어줘서 책으로 보고 끝내는 게 아니라 직접 해보게 되니 더 좋았다. ",9791158394264,4.0
시스템을 잘 만들게 하는 기술,https://product.kyobobook.co.kr/detail/S000201236921,"시라카와 마사루,하마모토 요시후미,김모세",2023-03-16,2023-04-03,wk***,구매자,3,잘 받아서 잘 읽어보겠습니다. ,9791158393779,3.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-04-02,bi******,구매자,3,생각보다 내용이 좋았습니다,9791158394264,3.0
데이터로 말해요! 데이터 중심의 사고ㆍ기획ㆍ보고의 기술,https://product.kyobobook.co.kr/detail/S000200565927,김철수,2023-01-10,2023-04-02,ah*****,구매자,4,감사합니다.잘읽겠습니다.,9791158393960,4.0
실전! 스프링 부트와 리액트로 시작하는 모던 웹 애플리케이션 개발,http://www.yes24.com/Product/Goods/117878070,주하 힌쿨라 저/최민석 역,2023-03-16,2023-03-31,L********y,구매,평점5점,도움이 됩니다.,9791158394097,5.0
파이썬 머신러닝 완벽 가이드,http://www.yes24.com/Product/Goods/108824557,권철민 저,2022-04-21,2023-03-30,p*******r,,평점4점,머신러닝 완벽가이드 보다 사이킷런 완벽가이드가 적절한 표현. 어쨌든 책은 좋은데 오타엄청남,9791158393229,4.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-29,달래,구매,5점,챗gpt에 대한 통찰을 담은 훌륭한 책입니다.,9791158394233,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-29,지인,구매,4점,"챗GPT와 글쓰기 글쓰기 책이다. 저자는 AI보다 글을 더 쓰기를 바라며 그 길잡이로 이 책을 썼다. 책 내용은 총 3부로 이루어져 있다. 1부는 챗GPT를 활용한 글쓰기, 2부는 AI처럼 글쓰기, 3부는 AI보다 잘쓰기이다. 챗GPT를 활용해서 글쓰기를 생각하는 사람이라면 한번 읽어보기를 추천한다.",9791158394233,4.0
챗GPT와 업무자동화,http://www.yes24.com/Product/Goods/117937260,김철수 저,2023-03-21,2023-03-28,A***e,구매,내용 평점5점  편집/디자인 평점5점,"워낙 챗GPT가 이슈라서 관심을 갖고 있다가 주변에서 이 책을 추천 받아 읽어보게 됐습니다. 사실 그동안 코딩 몰라도 따라할 수 있다는 여러 사무자동화 책을 읽어봤는데, 저는 그래도 어렵더라고요. 그런데 이번 책은 정말 따라하니까 돼서 깜짝 놀랐습니다. 챗GPT의 세상은 다르구나...실감했네요. 책도 무겁고 큰 컴퓨터 책 크기 아니고 손에 잡히는 단행본 크... 더보기",9791158394288,5.0
챗GPT와 업무자동화,http://www.yes24.com/Product/Goods/117937260,김철수 저,2023-03-21,2023-03-28,Y*,구매,내용 평점5점  편집/디자인 평점5점,"여러분, 이 책을 강력 추천합니다! 이 책은 단순 반복 업무를 쉽게 자동화할 수 있는 방법을 가르쳐주는 'Ctrl+C와 Ctrl+V의 해방자'입니다. 엑셀, 구글 스프레드시트, 파워포인트 등 다양한 오피스 도구를 자동화하는 방법을 배울 수 있어요. ChatGPT의 도움으로 빠르게 업무를 처리하고 여유 시간을 늘려보세요! 책에는 엑셀, 구글 스프레드시트, 파워포인트, 파... 더보기",9791158394288,5.0
챗GPT와 글쓰기,http://www.yes24.com/Product/Goods/117603800,김철수 저,2023-02-28,2023-03-28,돈**테,구매,내용 평점5점  편집/디자인 평점5점,지금은 단 하루도 챗GPT에 대한 이야기를 안 들을수가 없다. 한 순간의 유행이 아니라 진짜 시대가 바뀌어가는것을 느낀다.챗GPT를 잘 쓰기 위해서 컴퓨터 학원을 가야되는 것도 아니고 .. 인공지능을 이해할 필요도 없다.이 책에서 너무 자세하게 설명해주고 있어서 그냥 매뉴얼처럼 따라해보면 누구나 다 사용할 수 있다.유튜브나 블로그에 수많은 정보가 있지만... 더보기,9791158394233,5.0
시스템을 잘 만들게 하는 기술,https://product.kyobobook.co.kr/detail/S000201236921,"시라카와 마사루,하마모토 요시후미,김모세",2023-03-16,2023-03-27,ka****,구매자,4,잘읽었습니다....,9791158393779,4.0
[eBook] 스프링 부트 핵심 가이드,http://www.yes24.com/Product/Goods/112033922,장정우 저,2022-08-17,2023-03-26,지*,구매,평점5점,스프링 부트에 대하여 깊은 이해가 되었습니다.,9791158393618,5.0
챗GPT와 업무자동화,https://product.kyobobook.co.kr/detail/S000201248154,김철수,2023-03-21,2023-03-25,mi*******,구매자,4,좋아요. 감사합니다!,9791158394288,4.0
모든 기획자와 디자이너가 알아야 할 사람에 대한 100가지 사실,http://www.yes24.com/Product/Goods/105104944,"수잔 웨인쉔크 저/이재명, 이예나, 전이주 역",2021-11-24,2023-03-23,y***a,구매,평점4점,잘보고있습니다,9791158392765,4.0
만들면서 배우는 블렌더 캐릭터 모델링 실전 가이드,http://www.yes24.com/Product/Goods/115467705,히노코 저/윤윤 역,2022-11-24,2023-03-22,b*******r,구매,평점5점,약간 어려울 수 있지만 캐릭터 제작에 알아야 할 기본적인 내용들은 잘 구성되어 있네요,9791158393649,5.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-03-22,pi******,,4,좋네요. Chat GPT가 좋긴 하지만 업무에 실제로 도움이 될까 싶었는데 여러모로 쓸모가 많네요. 잘 이용한다면 많이 편해지지 싶습니다. 쉽게 설명 잘되어 있네요.,9791158394264,4.0
인스타그램 브랜딩 레시피,http://www.yes24.com/Product/Goods/105892670,김정은 저,2022-01-12,2023-03-21,s******1,구매,평점5점,재미있게 잘봤습니다 굿,9791158392956,5.0
UX/UI 디자인 완벽 가이드: IA와 유저 플로우 편,https://product.kyobobook.co.kr/detail/S000200767168,조성봉,2023-02-09,2023-03-20,jh******,구매자,4,차근차근 보기에 좋아요,9791158394004,4.0
궁금한 IT,https://product.kyobobook.co.kr/detail/S000200233569,김상래,2022-11-23,2023-03-20,ac******,구매자,4,IT도서로 추천받을만한 책입니다.,9791158393762,4.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-18,식신강림,구매,5점,"챗GPT와 글쓰기 챗GPT는 2022년 11월 30일 대중에게 공개된 대화형 인공지능 챗봇으로, 유사 서비스인 심심이와는 달리 사용자와 대화하며 학습이 가능하며, 인터넷에서 제공되는 방대한 양의 데이터를 기반으로 다양한 분야에 대해 대화가 가능하다.이 챗봇은 객관식형 답변을 뱉어내는 것이 아니라, 상황에 맞춰 무언가를 만들어내는 진짜 인공지능 챗봇인 것이다.또한, 이 AI는 단순한 대화 뿐만 아니라 소설, 에세이, 보고서 등의 컨텐츠도 만들어 줄 수도 있다. 크리에이터의 영역은 컴퓨터가 넘볼 수 없는 사람의 영역이 아닌가 하고 생각해왔던 고정관념이 ... + 더보기",9791158394233,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-18,식신강림,구매,5점,"챗GPT와 글쓰기 챗GPT는 2022년 11월 30일 대중에게 공개된 대화형 인공지능 챗봇으로, 유사 서비스인 심심이와는 달리 사용자와 대화하며 학습이 가능하며, 인터넷에서 제공되는 방대한 양의 데이터를 기반으로 다양한 분야에 대해 대화가 가능하다.이 챗봇은 객관식형 답변을 뱉어내는 것이 아니라, 상황에 맞춰 무언가를 만들어내는 진짜 인공지능 챗봇인 것이다.또한, 이 AI는 단순한 대화 뿐만 아니라 소설, 에세이, 보고서 등의 컨텐츠도 만들어 줄 수도 있다. 크리에이터의 영역은 컴퓨터가 넘볼 수 없는 사람의 영역이 아닌가 하고 생각해왔던 고정관념이 ... + 더보기",9791158394233,5.0
진짜 챗GPT 활용법,https://product.kyobobook.co.kr/detail/S000201247694,"김준성,유원준,안상준",2023-03-21,2023-03-18,ju*****,,4,chat GPT 활용을 더욱 수월하게 할 수 있었습니다. 좋은 도서임이 틀림없네요 ;),9791158394264,4.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-17,몽스타1980,구매,5점,챗GPT와 글쓰기 인공지능 글쓰기가 생기고 사람들은 글쓰기조차 이젠 못한다고들 불평하기 시작했다. 그러나 아직은 완벽하지 않다. 영문 질문과 답변을 통한 한글 번역이 필요하며 질문조차 적절하게 해야 한다.최근에는 검증되지 않은 사실조차 사실인 것처럼 답변을 했다.아직은 걱정하지 않아도 될 것 같은데 사람들은 두려워한다.글쓰기는 이제 필요 없고 인공지능이 하면 된다고 트렌드에 민감한 사람들은 벌써 관련한 기능을 이용해 책도 출간하고 글쓰기에 활용하고 있다.인간의 고유한 영역은 아직 미개발지이다.그러니 걱정하지 않아도 되지 않을까.그래도 불안하다면 사용... + 더보기,9791158394233,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-17,깐도리,구매,5점,"챗GPT와 글쓰기 ChatGPT는 초거대 대화형 언어 모델이다. 엄청나게 많은 데이터를 학습해서 사람의 질문에 대한 답을 글로 쓸 수 있는 인공지능이다. 언어 모델이란 어떤 질문을 받았을 때 대답을 만들어 내는 것을 말한다. 사람이 '음....그건....음...' 하며 다음 단어나 문장을 생각해내는 것과 같다.ChatGPT를 만든 OpenAI는 미국의 인공지능 기업이자 비영리단체다. 2015년 10월에 테슬라의 일론머스크, 와이 콤비네이터의 생 알트먼, 링크드인의 레이드 호프만, 페이팔의 피터 티 등이 투자해 설립했다. 2019년에는 마이크로소프트사... + 더보기",9791158394233,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-17,몽스타1980,구매,5점,챗GPT와 글쓰기 인공지능 글쓰기가 생기고 사람들은 글쓰기조차 이젠 못한다고들 불평하기 시작했다. 그러나 아직은 완벽하지 않다. 영문 질문과 답변을 통한 한글 번역이 필요하며 질문조차 적절하게 해야 한다.최근에는 검증되지 않은 사실조차 사실인 것처럼 답변을 했다.아직은 걱정하지 않아도 될 것 같은데 사람들은 두려워한다.글쓰기는 이제 필요 없고 인공지능이 하면 된다고 트렌드에 민감한 사람들은 벌써 관련한 기능을 이용해 책도 출간하고 글쓰기에 활용하고 있다.인간의 고유한 영역은 아직 미개발지이다.그러니 걱정하지 않아도 되지 않을까.그래도 불안하다면 사용... + 더보기,9791158394233,5.0
챗GPT와 글쓰기,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=311485157,김철수,2023-02-28,2023-03-17,깐도리,구매,5점,"챗GPT와 글쓰기 ChatGPT는 초거대 대화형 언어 모델이다. 엄청나게 많은 데이터를 학습해서 사람의 질문에 대한 답을 글로 쓸 수 있는 인공지능이다. 언어 모델이란 어떤 질문을 받았을 때 대답을 만들어 내는 것을 말한다. 사람이 '음....그건....음...' 하며 다음 단어나 문장을 생각해내는 것과 같다.ChatGPT를 만든 OpenAI는 미국의 인공지능 기업이자 비영리단체다. 2015년 10월에 테슬라의 일론머스크, 와이 콤비네이터의 생 알트먼, 링크드인의 레이드 호프만, 페이팔의 피터 티 등이 투자해 설립했다. 2019년에는 마이크로소프트사... + 더보기",9791158394233,5.0
